Name,Quantidade na embalagem,Dose,Preço,Codigos de Barras,Infos
Beclonato,1 mL,5mg/mL,,7896714233499,Suspensão injetável
Beclonato,1 mL,5mg/mL,,7896714265858,Suspensão injetável
Benicar,30 Unidades,20mg,"R$ 80,40",7897411610606,Comprimido revestido
Benicar,10 Unidades,40mg,"R$ 28,17",7897411610651,Comprimido revestido
Benicar,30 Unidades,40mg,"R$ 84,51",7897411610620,Comprimido revestido
Benicar,10 Unidades,20mg,"R$ 26,78",7897411610644,Comprimido revestido
Benicar,10 Unidades,20mg,"R$ 26,78",7897411650770,Comprimido orodispersível
Benicar,30 Unidades,20mg,"R$ 80,36",7897411650787,Comprimido orodispersível
Benicar,10 Unidades,40mg,"R$ 28,17",7897411650800,Comprimido orodispersível
Benicar,30 Unidades,40mg,"R$ 84,51",7897411650817,Comprimido orodispersível
Besilato de Anlodipino EMS,30 Unidades,5mg,"R$ 80,73",7896004703305,Comprimido
Besilato de Anlodipino EMS,90 Unidades,5mg,"R$ 123,53",7896004719672,Comprimido
Besilato de Anlodipino EMS,90 Unidades,10mg,"R$ 268,69",7896004719689,Comprimido
Besilato de Anlodipino EMS,30 Unidades,10mg,"R$ 175,61",7896004703312,Comprimido
Bactroban,15 g,20mg/g,"R$ 80,47",7896015568290,Pomada dermatológica
Bactroban,10 g,20mg/g,"R$ 53,61",7896015519834,Pomada dermatológica
Baycuten N,,,,7891106000956,
Becarve,15 Unidades,6.25mg,,7896422520331,Comprimido
Becarve,30 Unidades,3.125mg,,7896422524322,Comprimido
Becarve,15 Unidades,25mg,,7896422520393,Comprimido
Becarve,30 Unidades,6.25mg,,7896422520348,Comprimido
Becarve,30 Unidades,12.5mg,,7896422520379,Comprimido
Becarve,15 Unidades,12.5mg,,7896422520362,Comprimido
Becarve,30 Unidades,25mg,,7896422520409,Comprimido
Becarve,15 Unidades,3.125mg,,7896422524315,Comprimido
Beneroc Júnior,,,,7891106006187,
Benzevit Prevent,,,,7898109241713,
Benziflex,30 Unidades,10mg,,7896004729787,Comprimido revestido
Benziflex,15 Unidades,10mg,,7896004729770,Comprimido revestido
Benziflex,15 Unidades,5mg,,7896004737720,Comprimido revestido
Benziflex,30 Unidades,5mg,,7896004730202,Comprimido revestido
Benziflex,4 Unidades,10mg,,7896004780962,Comprimido revestido
Benziflex,7 Unidades,10mg,,7896004780979,Comprimido revestido
Benziflex,10 Unidades,10mg,,7896004727097,Comprimido revestido
Benziflex,14 Unidades,10mg,,7896004780986,Comprimido revestido
Benziflex,20 Unidades,10mg,,7896004780993,Comprimido revestido
Benziflex,50 Unidades,10mg,,7896004781006,Comprimido revestido
Benziflex,4 Unidades,5mg,,7896004781013,Comprimido revestido
Benziflex,7 Unidades,5mg,,7896004781020,Comprimido revestido
Benziflex,10 Unidades,5mg,,7896004781037,Comprimido revestido
Benziflex,14 Unidades,5mg,,7896004781044,Comprimido revestido
Benziflex,20 Unidades,5mg,,7896004781051,Comprimido revestido
Benziflex,50 Unidades,5mg,,7896004781068,Comprimido revestido
Bepantriz,,,,7896523210797,
BetaDerm,30 g,1mg/g,,7896251800239,Creme dermatológico
BetaDerm,30 g,1mg/g,,7896251800246,Pomada dermatológica
BetaDerm,60 mL,1mg/g,,7896251800420,Solução oral (gotas)
Besilato de Anlodipino Aurobindo Pharma do Brasil,20 Unidades,10mg,,7898361880729,Comprimido
Besilato de Anlodipino Aurobindo Pharma do Brasil,30 Unidades,10mg,,7898361880736,Comprimido
Besilato de Anlodipino Aurobindo Pharma do Brasil,30 Unidades,5mg,,7898361880712,Comprimido
Bacinantrat,,,,7898060131788,
Bacrocin,,,,7898168006278,
Belara,21 Unidades,2mg,,7898582380183,Comprimido revestido
Belara,28 Unidades,2mg,,7898582380527,Comprimido revestido
Belara,63 Unidades,2mg,,7898582380275,Comprimido revestido
Belara,63 Unidades,2mg,,7898582382064,Comprimido revestido
Belmirax,30 mL,20mg/mL,,7897917000048,Suspensão oral (gotas)
Belmirax,6 Unidades,100mg,,7897917000031,Comprimido
Benicar HCT,30 Unidades,40mg,,7897411610682,Comprimido revestido
Benicar HCT,30 Unidades,20mg,,7897411610668,Comprimido revestido
Benicar HCT,30 Unidades,40mg,,7897411610675,Comprimido revestido
Benicar HCT,7 Unidades,40mg,,7897411600249,Comprimido revestido
Benicar HCT,7 Unidades,20mg,,7897411600232,Comprimido revestido
Balcor Retard,20 Unidades,120mg,,7897851250301,Cápsula de liberação retardada
Balcor Retard,20 Unidades,300mg,,7897851250547,Cápsula de liberação retardada
Balcor Retard,20 Unidades,90mg,,7897851250042,Cápsula de liberação retardada
Balcor Retard,30 Unidades,300mg,,7897851220700,Cápsula dura de liberação prolongada
Beneroc Complex,100 Unidades,15mg,,7891106006170,Drágea
Beneroc Complex,30 Unidades,15mg,,7891106006194,Drágea
Benzoax,100 mL,250mg/mL,,7898714233461,Emulsão dermatológica
Benzoax,60 g,6g/g,,7898714233839,Sabonete
Beriplex P/N,10 mL,250UI,,7897499450316,Pó para solução injetável
Beriplex P/N,20 mL,500UI,,7897499450323,Pó para solução injetável
Beriplex P/N,40 mL,1000UI,,7897499452013,Solução injetável
Besilato de Anlodipino Neo Química,30 Unidades,54mg,,7898095343149,Comprimido
Besilato de Anlodipino Neo Química,30 Unidades,10mg,,7898095343156,Comprimido
Bálsamo Branco,,,,7896023705892,
Bamifix,20 Unidades,600mg,"R$ 71,17",7896672201882,Drágea
Bamifix,20 Unidades,300mg,"R$ 44,60",7896672201875,Drágea
Benestare,14 Unidades,625mg,,7896422518185,Comprimido revestido
Benestare,30 Unidades,625mg,,7896422518161,Comprimido revestido
Benormal,,,,7896676406160,
Beriplast P,0.5 mL,,,7897499450521,Pó para solução
Beriplast P,1 mL,,,7897499450538,Pó para solução
Beriplast P,3 mL,,,7897499450545,Solução dermatológica
Bambair,120 mL,1mg/mL,,7891142115676,Solução oral
Bambair,60 mL,1mg/mL,,7891142115669,Solução oral
Bambec,,,,7896206402402,
Befolik,,,,7896523210919,
Benflogin Drágeas,,,,7896658005206,
Bequidex,120 mL,1.6mg/mL,,7896622303307,Xarope
Bequidex,120 mL,0.8mg/mL,,7896622303314,Xarope
Besilato de Anlodipino Prati-Donaduzzi,400 Unidades,5mg,R$ -,7898148301171,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,400 Unidades,10mg,R$ -,7898148301201,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,30 Unidades,10mg,"R$ 111,07",7899547504842,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,30 Unidades,5mg,"R$ 67,84",7899547504835,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,60 Unidades,5mg,"R$ 93,52",7899547531220,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,800 Unidades,5mg,"R$ 1117,49",7899547504798,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,800 Unidades,10mg,"R$ 2200,32",7899547504828,Comprimido
Besilato de Anlodipino Prati-Donaduzzi,30 Unidades,5mg,"R$ 53,32",7899547544541,Comprimido
Besodin,20 Unidades,30mg,,7897917001298,Drágea
Besodin,200 Unidades,30mg,,7897917001656,Drágea
Besodin,15 mL,300mg/mL,,7897917001373,Solução oral (gotas)
Betaprospan,1 mL,5mg/mL,,7896006248910,Suspensão injetável
Betaprospan,1 mL,5mg/mL,,7896006248934,Suspensão injetável
Betaprospan,1 mL,5mg/mL,,7896006248927,Suspensão injetável
Betaprospan,1 mL,5mg/mL,,7896006216841,Suspensão injetável
Benoflex P,120 Unidades,35mg,,7891058003715,Comprimido
Benoflex P,200 Unidades,35mg,,7891058003708,Comprimido
Benoflex P,12 Unidades,35mg,,7891058015695,Comprimido
Benoflex P,12 Unidades,450mg,,7891058002022,Comprimido
Benzevit,,,,7898109240433,
Besilato de Atracúrio Nova Farma,5 mL,10mg/mL,,7898487600805,Solução injetável
Besilato de Atracúrio Nova Farma,2.5 mL,10mg/mL,,7898487600393,Solução injetável
Besivance,,,,7896046300418,
Betacard Plus,30 Unidades,25mg,,,Comprimido
Betadine,60 Unidades,24mg,,7896658016592,Comprimido
Betadine,60 Unidades,16mg,,7896658016561,Comprimido
Betadine,30 Unidades,24mg,,7896658016585,Comprimido
Betadine,30 Unidades,8mg,,7896658016530,Comprimido
Betadine,60 Unidades,8mg,,7896658016547,Comprimido
Betadine,30 Unidades,16mg,,7896658016554,Comprimido
Besilato de Anlodipino Laboratório Cristália,20 Unidades,10mg,,7896676411560,Comprimido
Besilato de Anlodipino Laboratório Cristália,20 Unidades,5mg,,7896676411591,Comprimido
Besilato de Anlodipino Laboratório Cristália,30 Unidades,5mg,,7896676411584,Comprimido
Besilato de Anlodipino Laboratório Cristália,30 Unidades,10mg,,7896676411553,Comprimido
Besilato de Anlodipino Laboratório Cristália,100 Unidades,10mg,,7896676413687,Comprimido
Besilato de Anlodipino Merck,30 Unidades,5mg,,7891721277436,Comprimido
Besilato de Anlodipino Merck,30 Unidades,10mg,,7891721277450,Comprimido
Besilato de Anlodipino Merck,60 Unidades,5mg,,7891721277429,Comprimido
Besilato de Anlodipino Medley,20 Unidades,10mg,,7896422505796,Comprimido
Besilato de Anlodipino Medley,20 Unidades,5mg,,7896422505772,Comprimido
Besilato de Anlodipino Medley,30 Unidades,5mg,,7896422505789,Comprimido
Besilato de Anlodipino Medley,30 Unidades,10mg,,7896422505802,Comprimido
Betametasona Germed Pharma,,,,7896004716435,
Betes,30 Unidades,4mg,,7891317436322,Comprimido
Betes,30 Unidades,2mg,,7891317436339,Comprimido
Betes,30 Unidades,1mg,,7891317436346,Comprimido
Beum,30 Unidades,300mg,,7891317468866,Comprimido revestido
Beum,20 Unidades,300mg,,7891317468859,Comprimido revestido
Bicarbonato de Sódio Catarinense Pharma,,,,7896023706103,
Bimatoprosta EMS,5 mL,0.3mg/mL,,7896004724683,Solução oftálmica (colírio)
Bimatoprosta EMS,3 mL,0.3mg/mL,,7896004724690,Solução oftálmica (colírio)
Bimatoprosta EMS,3 mL,0.1mg/mL,,7896004778068,Solução oftálmica (colírio)
Bimatoprosta EMS,5 mL,0.1mg/mL,,7896004778075,Solução oftálmica (colírio)
Biovicerin,5 mL,1000000endósporos/mL,,7898100264018,Suspensão oral
Biovicerin,5 mL,1000000endósporos/mL,,7898100264025,Suspensão oral
Biovicerin,5 mL,1000000endósporos/mL,,7898100268290,Suspensão oral
Biovicerin,5 mL,1000000endósporos/mL,,7898100268306,Suspensão oral
Betsona,30 g,1mg/g,,7896714230078,Creme dermatológico
Betsona,30 g,1mg/g,,7896714230085,Pomada dermatológica
Bioflorin,5 mL,2.5mL,,7896685300633,Solução oral
Bioflorin,5 mL,2.5mL,,7896685300640,Solução oral
Betaspan,,,,7893454411217,
BetaTrinta,1 mL,5mg/mL,,7891317103323,Suspensão injetável
BetaTrinta,1 mL,5mg/mL,,7891317421465,Suspensão injetável
BetaTrinta,1 mL,5mg/mL,,7891317013660,Suspensão injetável
Bicalutamida Accord Farma,28 Unidades,50mg,,7898902274796,Comprimido revestido
Bicalutamida Accord Farma,30 Unidades,50mg,,7898565581316,Comprimido revestido
Bexeton,,,,7899095203075,
Bialerge,20 mL,2.5mg,,7898109240303,Solução oral
Bialerge,20 Unidades,5mg,,7898109240068,Comprimido
Bialerge,20 mL,2.5mg/mL,,7898109240051,Solução oral
Bicalutamida Eurofarma - Momenta,,,,7891317482541,
Bicarbonato de Sódio Farmace,10 mL,84mg/mL,,7898166040595,Solução injetável
Bicarbonato de Sódio Farmace,10 mL,100mg/mL,,7898166040601,Solução injetável
Bicarbonato de Sódio Farmace,6 L,84mg/mL,,7898166042957,Solução para hemodiálise
Biofenac LP,10 Unidades,100mg,"R$ 23,56",7896658000034,Cápsula dura com microgrânulos
Biofenac LP,20 Unidades,100mg,"R$ 47,09",7896658000041,Cápsula dura com microgrânulos
Bezafibrato EMS,,,,7896004710525,
Biofortônico,,,,7898014560046,
Biofenac DI,20 Unidades,50mg,"R$ 35,10",7896658006906,Comprimido dispersível
Biofenac DI,10 Unidades,50mg,"R$ 17,50",7896658014338,Comprimido dispersível
Betalor,30 Unidades,25mg,,7896181909071,Cápsula gelatinosa dura
Betalor,30 Unidades,50mg,,7896181909101,Cápsula gelatinosa dura
Betalor,7 Unidades,25mg,,7896181917847,Cápsula gelatinosa dura
Betalor,7 Unidades,50mg,,7896181917694,Cápsula gelatinosa dura
Betametasona EMS,20 Unidades,0.5mg,,7896004711249,Comprimido
Betametasona EMS,10 Unidades,2mg,,7896004711256,Comprimido
Betametasona EMS,120 mL,0.1mg/mL,,7896004704616,Elixir
Bimatoprosta Legrand,3 mL,0.3mg/mL,,7894916145350,Solução oftálmica (colírio)
Bimatoprosta Legrand,5 mL,0.3mg/mL,,7894916145367,Solução oftálmica (colírio)
Bimatoprosta Legrand,3 mL,0.1mg/mL,,7894916342520,Solução oftálmica (colírio)
Bimatoprosta Legrand,5 mL,0.1mg/mL,,7894916342537,Solução oftálmica (colírio)
Biotônico Fontoura N,,,,7896094903067,
Bezafibrato Germed Pharma,,,,7896004710518,
Biancort,5 mL,3.5mg/mL,,7896004738208,Solução oftálmica (colírio)
Biancort,3.5 g,3.5mg/g,,7896004777498,Pomada oftálmica
Betnovate N,30 g,1mg/g,,7896269900334,Creme dermatológico
Betnovate N,30 g,1mg/g,,7896269900358,Pomada dermatológica
Biamotil,3.5 g,3.5mg/g,,7897316801215,Pomada dermatológica
Biamotil,5 mL,3.5mg/mL,,7897316801178,Solução oftálmica (colírio)
Biamotil-D,5 mL,3.5mg/mL,,7897316801239,Solução oftálmica (colírio)
Biamotil-D,3.5 g,3.5mg/g,,7897316801253,Pomada oftálmica
Biproslam,1 mL,6.43mg/mL,,7898216362493,Suspensão injetável
Biproslam,1 mL,6.43mg/mL,,7898216360352,Solução injetável
Baclofen,20 Unidades,10mg,,7896112141693,Comprimido
Baclofen,60 Unidades,10mg,,7896112175841,Comprimido
Beclosol,,,,7896269900211,
Bedozil,2 mL,5000mcg,,7893353206143,Solução injetável
Bedozil,2 mL,5000mcg,,7893353206129,Solução injetável
Bedozil,2 mL,500mcg/mL,,7893353206136,Solução injetável
Bedozil,2 mL,500mcg/mL,,7893353206112,Solução injetável
Bedozil,2 mL,2500mcg/mL,,7898168001266,Solução injetável
Bedozil,2 mL,2500mcg/mL,,7898168001273,Solução injetável
BenicarAnlo,Error,Error,Error,Error,Error
Beribumin,,,,7897499450002,
Beritin BC,,,,7898049793068,
Besilato de Anlodipino Teuto,20 Unidades,5mg,,7896112149668,Comprimido
Besilato de Anlodipino Teuto,30 Unidades,10mg,,7896112114277,Comprimido
Besilato de Anlodipino Teuto,30 Unidades,5mg,,7896112149460,Comprimido
Betaserc,30 Unidades,16mg,,7896255766449,Comprimido
Betaserc,30 Unidades,24mg,,7896255766401,Comprimido
Betaserc,60 Unidades,24mg,,7896255766425,Comprimido
Bezafibrato Legrand,,,,7894916140508,
Bi Nerisona,,,,,
Biogripe,20 mL,2mg/mL,,7896006291626,Solução oral (gotas)
Biogripe,100 mL,0.6mg/mL,,7896006291633,Xarope
Biogripe,4 Unidades,4mg,,7896006291640,Cápsula gelatinosa dura
Biogripe,20 Unidades,4mg,,7896006291657,Cápsula gelatinosa dura
Biogripe,20 Unidades,400mg,,7896006297932,Cápsula dura
Biogripe,10 Unidades,400mg,,7896006297970,Cápsula dura
Biovir,,,,,
Betrix,10 g,20mg/g,,7898060132013,Creme dermatológico
Betrix,30 g,20mg/g,,7898060132037,Creme dermatológico
Bio-C Comprimido,30 Unidades,1g,,7896006229971,Comprimido efervescente
Bio-C Comprimido,10 Unidades,1g,,7896006229964,Comprimido efervescente
Bioflex,100 Unidades,300mg,,7898157481567,Comprimido
Bioflex,16 Unidades,300mg,,7896006291527,Comprimido
Bioflex,10 mL,300mg/mL,,7896006291602,Solução oral (gotas)
Bio-Vagin,,,,7898109241706,
Betrospam,,,,7896004715179,
Bialudex,5 mL,3.5mg/mL,,7896004723167,Solução oftálmica (colírio)
Bialudex,3.5 g,3.5mg/g,,7896004729664,Pomada oftálmica
Bimatoprosta Germed Pharma,3 mL,0.3mg/mL,,7896004724706,Solução oftálmica (colírio)
Bimatoprosta Germed Pharma,5 mL,0.3mg/mL,,7896004724713,Solução oftálmica (colírio)
Bimatoprosta Germed Pharma,3 mL,0.1mg/mL,,7896004777719,Solução oftálmica (colírio)
Bimatoprosta Germed Pharma,5 mL,0.1mg/mL,,7896004777726,Solução oftálmica (colírio)
Binotal,18 Unidades,500mg,,7891106000970,Comprimido
Binotal,12 Unidades,500mg,,7891106001830,Comprimido
Binotal,12 Unidades,1000mg,,7891106001847,Comprimido
Binotal,21 Unidades,500mg,,7891106904049,Comprimido
Binotal,14 Unidades,500mg,,7891106904032,Comprimido
Binotal,21 Unidades,1000mg,,7891106904063,Comprimido
Binotal,14 Unidades,1000mg,,7891106904056,Comprimido
Betogenta,30 g,0.5mg/g,,7899095204454,Creme dermatológico
Betogenta,30 g,0.5mg/g,,7899095204430,Pomada dermatológica
Betogenta,30 g,0.5mg/g,,7899095214521,Pomada dermatológica
Betogenta,30 g,0.5mg/g,,7899095214545,Creme dermatológico
Biconcor,30 Unidades,6.25mg,,7891721002052,Comprimido revestido
Biconcor,30 Unidades,6.25mg,,7891721002045,Comprimido revestido
Biconcor,30 Unidades,6.25mg,,7891721002038,Comprimido revestido
