Name,Quantidade na embalagem,Dose,Preço,Codigos de Barras,Infos
Micostatin,50 mL,100000UI/mL,,7896016801242,Suspensão oral (gotas)
Micostatin,60 mL,100000UI/mL,,7896016807275,Suspensão oral (gotas)
Micostatin,60 g,25000UI/g,,7896016801082,Creme ginecológico
Meticorten,10 Unidades,20mg,,7897337712576,Comprimido
Meticorten,20 Unidades,5mg,,7897337712590,Comprimido
Meritor,30 Unidades,2mg,,7896658012402,Comprimido revestido
Meritor,30 Unidades,4mg,,7896658012419,Comprimido revestido
Meritor,10 Unidades,2mg,,7896658001482,Comprimido revestido
Meritor,10 Unidades,4mg,,7896658001529,Comprimido revestido
Minoton,,,,7896014688616,
Manivasc,14 Unidades,10mg,,7896672202308,Comprimido
Manivasc,14 Unidades,20mg,,7896672202155,Comprimido
Manivasc,28 Unidades,10mg,,7896672202346,Comprimido
Manivasc,28 Unidades,20mg,,7896672202353,Comprimido
Mansil,12 mL,50mg/mL,,7891268100044,Xarope
Mansil,6 Unidades,250mg,,7891268100051,Cápsula
Mitocin,,,,7896016800740,
Minipress SR,15 Unidades,2mg,,7891268148299,Cápsula dura com microgrânulos
Minipress SR,15 Unidades,4mg,,7891268148305,Cápsula dura com microgrânulos
Minipress SR,15 Unidades,1mg,,7891268148275,Cápsula dura com microgrânulos
Muvinlax,14 g,13.125g,,7896094201637,Pó para preparo de bebida
Muvinlax,7 g,0.0466g,,7896094209862,Pó para suspensão oral
Miacalcic Injetável,,,,7896261015555,
Monuril,8 g,5.631g/g,,7898074614178,Granulado para solução oral
Monuril,8 g,5.631g/g,,7898074615212,Granulado para solução oral
Marevan,30 Unidades,5mg,,7898040320928,Comprimido
Marevan,30 Unidades,7.5mg,,7898040321291,Comprimido
Marevan,10 Unidades,5mg,,7898040320911,Comprimido
Marevan,60 Unidades,2.5mg,,7898040321284,Comprimido
Marevan,150 Unidades,5mg,,7898040323127,Comprimido
Myleran,,,,,
Meclin,15 Unidades,25mg,,7896637023115,Comprimido
Meclin,15 Unidades,50mg,,7896637023641,Comprimido
Meclin,10 Unidades,25mg,,7896637023672,Comprimido
Meclin,10 Unidades,50mg,,7896637023689,Comprimido
Meclin,2 Unidades,25mg,,7896637035330,Comprimido
Meclin,5 Unidades,25mg,,7896637035361,Comprimido
Meclin,2 Unidades,50mg,,7896637035392,Comprimido
Meclin,5 Unidades,50mg,,7896637035422,Comprimido
Micostyl,60 mL,10mg/g,,7896251800451,Loção dermatológica
Micostyl,45 g,10mg/g,,7896251800284,Creme dermatológico
Micetal,15 g,0.01g/g,,7896181906278,Creme dermatológico
Micetal,30 g,0.01g/g,,7896181905813,Creme dermatológico
Micetal,30 mL,0.01g/mL,,7896181905455,Solução dermatológica (spray)
Minidiab,,,,7891268105100,
Muphoran,,,,7898029556409,
Magnevistan,10 mL,469mg/mL,,7891106906302,Solução injetável
Magnevistan,100 mL,469mg/mL,,7891106906333,Solução injetável
Magnevistan,15 mL,469mg/mL,,7891106906319,Solução injetável
Magnevistan,30 mL,469mg/mL,,7891106906326,Solução injetável
Mantidan,20 Unidades,100mg,,7899640807222,Comprimido
Mantidan,30 Unidades,100mg,,7899640809868,Comprimido
Micardis HCT,28 Unidades,80mg,,7896026301909,Comprimido
Micardis HCT,30 Unidades,40mg,,7896026304306,Comprimido
Micardis HCT,30 Unidades,80mg,,7896026304016,Comprimido
Micardis HCT,30 Unidades,80mg,,7896026304337,Comprimido
Micardis HCT,14 Unidades,80mg,,7896026301893,Comprimido
Micardis HCT,14 Unidades,40mg,,7896026301879,Comprimido
Micardis HCT,28 Unidades,80mg,,7896026304009,Comprimido
Mycospor,15 g,10mg/g,,7891106001571,Creme dermatológico
Mycospor,15 mL,10mg/mL,,7891106001564,Solução dermatológica (spray)
Mytedom Comprimido,20 Unidades,5mg,,7896676413762,Comprimido
Mytedom Comprimido,20 Unidades,10mg,,7896676413731,Comprimido
Maleato de Dexclorfeniramina Solução Oral Legrand,20 mL,2.8mg/mL,,7894916144360,Solução oral (gotas)
Maleato de Dexclorfeniramina Solução Oral Legrand,120 mL,0.4mg/mL,,7894916340960,Solução oral
Maleato de Dexclorfeniramina + Sulfato de Pseudoefedrina + Guaifenesina Neo Química,,,,7896714220710,
Maleato de Timolol Germed Pharma,,,,7896004715896,
Maltens,30 Unidades,,"R$ 71,23",7898537890156,Cápsula gelatinosa
Maltens,30 Unidades,,R$ -,7898537890323,Comprimido
Mebendazol Belfar,30 mL,20mg/mL,,7897917002806,Suspensão oral (gotas)
Mebendazol Belfar,30 mL,20mg/mL,,7897917004886,Suspensão oral
Mebendazol Belfar,30 mL,20mg/mL,,7897917004893,Suspensão oral
Mebendazol Belfar,6 Unidades,100mg,,7897917005326,Comprimido
Magnopyrol,8 Unidades,500mg,R$ -,7897322703121,Comprimido
Magnopyrol,5 Unidades,300mg,R$ -,7897322701509,Supositório
Magnopyrol,4 Unidades,500mg,R$ -,7897322701929,Comprimido
Magnopyrol,100 mL,50mg/mL,R$ -,7897322710341,Xarope
Magnopyrol,10 mL,500mg/mL,"R$ 23,57",7897322701486,Solução oral (gotas)
Magnopyrol,20 mL,500mg/mL,"R$ 45,45",7897322701493,Solução oral (gotas)
Magnopyrol,100 mL,50mg/mL,"R$ 36,16",7897322701653,Solução oral
Maleato de Dexclorfeniramina + Betametasona Medley,,,,7896422506441,
Maleato de Dexclorfeniramina Solução Oral Multilab,,,,7896472503858,
Maleato de Enalapril Medley,30 Unidades,10mg,,7896422514248,Comprimido
Maleato de Enalapril Medley,30 Unidades,20mg,,7896422514262,Comprimido
Maleato de Enalapril Medley,30 Unidades,5mg,,7896422514286,Comprimido
Maleato de Dexclorfeniramina Creme Teuto,,,,7896112136460,
Magnen B6,30 Unidades,1mg,,7896226102955,Comprimido revestido
Magnen B6,10 Unidades,1mg,,7896226102931,Comprimido revestido
Magnen B6,60 Unidades,722.22mg,,7896226109503,Comprimido revestido
Maleato de Enalapril Neo Química,30 Unidades,5mg,,7896714205830,Comprimido
Maleato de Enalapril Neo Química,30 Unidades,20mg,,7896714205816,Comprimido
Maleato de Enalapril Neo Química,30 Unidades,10mg,,7896714205823,Comprimido
Maleato de Timolol Biosintética - Aché,5 mL,5mg/mL,,7896181907077,Solução oftálmica (colírio)
Maleato de Timolol Biosintética - Aché,5 mL,2.5mg/mL,,7896181909439,Solução oftálmica (colírio)
Masferol Comprimido,40 Unidades,40mg,,7899470801322,Comprimido revestido
Masferol Comprimido,500 Unidades,40mg,,7899470801353,Comprimido revestido
Masferol Comprimido,40 Unidades,109mg,,7899470807225,Comprimido revestido
Magnésia Bisurada,40 Unidades,67mg,"R$ 43,85",7895858017439,Pastilha
Magnésia Bisurada,10 Unidades,63mg,"R$ 219,70",7895858017415,Pastilha
Maleato de Dexclorfeniramina + Betametasona EMS,20 Unidades,2mg,,7896004711485,Comprimido
Maleato de Dexclorfeniramina + Betametasona EMS,120 mL,0.4mg/mL,,7896004704623,Xarope
Maleato de Dexclorfeniramina + Betametasona Neo Química,120 mL,0.4mg/mL,,7898095344993,Xarope
Maleato de Dexclorfeniramina + Betametasona Neo Química,120 mL,0.4mg/mL,,7896714225616,Xarope
Marcoumar,,,,7896226500638,
Maxiliv,20 mL,500mg/mL,,7896658001963,Solução oral (gotas)
Maxiliv,20 Unidades,500mg,,7896658001956,Comprimido
Materfolic,,,,7898040321208,
Medicaína,5 g,25mg/g,"R$ 27,93",7896676400229,Creme dermatológico
Medicaína,10 g,25mg/g,"R$ 55,85",7896676431889,Creme dermatológico
Mentelmin,30 mL,20mg/mL,"R$ 4,41",7897732611108,Suspensão oral (gotas)
Mentelmin,6 Unidades,100mg,"R$ 2,33",78977326697027,Comprimido
Mentelmin,600 Unidades,100mg,"R$ 33,74",7897732601628,Comprimido
Mentelmin,30 mL,20mg/mL,"R$ 163,21",7897732604285,Suspensão oral (gotas)
Maleato de Enalapril Legrand,30 Unidades,5mg,"R$ 24,43",7894916143004,Comprimido
Maleato de Enalapril Legrand,30 Unidades,20mg,"R$ 47,90",7894916143011,Comprimido
Maleato de Enalapril Legrand,30 Unidades,10mg,"R$ 47,90",7894916143028,Comprimido
Maleato de Enalapril + Hidroclorotiazida EMS,90 Unidades,20mg,,7896004719825,Comprimido
Maleato de Enalapril + Hidroclorotiazida EMS,30 Unidades,10mg,,7896004709925,Comprimido
Maleato de Enalapril + Hidroclorotiazida EMS,30 Unidades,20mg,,7896004709956,Comprimido
Maleato de Enalapril + Hidroclorotiazida EMS,90 Unidades,10mg,,7896004719818,Comprimido
Malvona,200 mL,0.2mg/mL,,7896026170567,Solução dermatológica (spray)
Malvona,200 mL,0.2mg/mL,,7897412262651,Solução dermatológica (spray)
Malvona,100 mL,0.2mg/mL,,7896026170550,Solução dermatológica (spray)
Maresis,100 mL,9mg/mL,,7898040322540,Solução nasal
Maresis,100 mL,9mg/mL,,7898040324247,Solução nasal
Maresis,100 mL,9mg/mL,,7898040325282,Solução nasal
Maresis,100 mL,9mg/mL,,7898040325237,Solução nasal
Maresis,150 mL,9mg/mL,,7898040325381,Solução nasal
Maresis,150 mL,9mg/mL,,7898040326531,Solução nasal
Maresis,150 mL,9mg/mL,,7898040326524,Solução nasal
Medtrim,100 mL,40mg/mL,,7896862960124,Suspensão oral
Medtrim,100 mL,40mg/mL,,7896862917838,Suspensão oral
Medtrim,50 mL,40mg/mL,,7896862917883,Suspensão oral
Medtrim,100 mL,40mg/mL,,7896862917340,Suspensão oral
Medtrim,60 mL,40mg/mL,,7896862917814,Suspensão oral
Meloxicam EMS,10 Unidades,15mg,,7896004710679,Comprimido
Meloxicam EMS,60 Unidades,7.5mg,,7896004719498,Comprimido
Meloxicam EMS,60 Unidades,15mg,,7896004719504,Comprimido
Meloxicam EMS,10 Unidades,7.5mg,,7896004703510,Comprimido
Meloxicam Nova Química,10 Unidades,15mg,,7895296282109,Comprimido
Meloxicam Nova Química,10 Unidades,7.5mg,,7895296282239,Comprimido
Maleato de Dexclorfeniramina Comprimido Germed Pharma,,,,7896004711461,
Maleato de Dexclorfeniramina + Betametasona Biosintética - Aché,120 mL,0.4mg/mL,,7896658011214,Xarope
Maleato de Dexclorfeniramina + Betametasona Biosintética - Aché,120 mL,0.4mg/mL,,7896181916642,Xarope
Maleato de Dexclorfeniramina + Betametasona Teuto,120 mL,0.4mg/mL,,7896112113645,Xarope
Maleato de Dexclorfeniramina + Betametasona Teuto,120 mL,0.4mg/mL,,7896112127437,Xarope
Maleato de Enalapril Teuto,30 Unidades,20mg,,7896112126270,Comprimido
Maleato de Enalapril Teuto,30 Unidades,10mg,,7896112126225,Comprimido
Maleato de Enalapril Teuto,30 Unidades,5mg,,7896112126171,Comprimido
Mebendazol EMS,30 mL,20mg/mL,R$ -,7896523207926,Suspensão oral
Mebendazol EMS,6 Unidades,100mg,"R$ 9,18",7896004701196,Comprimido
Mebendazol EMS,30 mL,20mg/mL,"R$ 7,59",7896004701059,Suspensão oral
Materna,30 Unidades,,,7891045006248,Comprimido
Materna,60 Unidades,,,7891045031264,Comprimido
Maxidex,5 mL,1mg/mL,,7896548111727,Solução oftálmica (colírio)
Maxidex,3.5 g,1mg/g,,7896548198292,Pomada dermatológica
Mebendazol Biosintética - Aché,,,,7896181914419,
Meloxicam Teuto,10 Unidades,15mg,,7896112132066,Comprimido
Meloxicam Teuto,10 Unidades,7.5mg,,7896112168522,Comprimido
Menelat,30 Unidades,45mg,,,Comprimido revestido
Menocol,30 Unidades,20mg,,7896472502820,Comprimido revestido
Menocol,30 Unidades,10mg,,7896472502813,Comprimido revestido
Menocol,30 Unidades,40mg,,7896472502936,Comprimido revestido
Menocol,10 Unidades,80mg,,7896472502844,Comprimido revestido
Menocol,600 Unidades,10mg,,7896472503629,Comprimido revestido
Menocol,600 Unidades,40mg,,7896472503346,Comprimido revestido
Menocol,600 Unidades,20mg,,7896472503407,Comprimido revestido
Menocol,60 Unidades,20mg,,7896472508280,Comprimido revestido
Menocol,30 Unidades,80mg,,7896472508570,Comprimido revestido
Menocol,600 Unidades,80mg,,7896472508587,Comprimido revestido
Menocol,60 Unidades,40mg,,7896472508594,Comprimido revestido
Menocol,20 Unidades,80mg,,7896004783734,Comprimido revestido
Menocol,40 Unidades,80mg,,7896004783758,Comprimido revestido
Menocol,60 Unidades,80mg,,7896004783765,Comprimido revestido
Menocol,10 Unidades,20mg,,7896004783673,Comprimido revestido
Menocol,20 Unidades,20mg,,7896004783680,Comprimido revestido
Menocol,40 Unidades,20mg,,7896004783697,Comprimido revestido
Menocol,10 Unidades,40mg,,7896004783703,Comprimido revestido
Menocol,20 Unidades,40mg,,7896004783710,Comprimido revestido
Menocol,40 Unidades,40mg,,7896004783727,Comprimido revestido
Menocol,10 Unidades,10mg,,7896004783659,Comprimido revestido
Menocol,20 Unidades,10mg,,7896004783666,Comprimido revestido
Menopur,1 mL,75UI,,7896165600208,Pó para solução injetável
Menopur,1 Unidades,75UI,,7896165600215,Pó para solução injetável
Menopur,1 Unidades,1200UI,,7896165600604,Pó para solução injetável
Menopur,1 Unidades,600UI,,7896165600598,Pó para solução injetável
Menopur,1 Unidades,1200UI,,7896165601410,Pó para solução injetável
Macrodantina,28 Unidades,100mg,"R$ 16,80",7891142165770,Cápsula gelatinosa dura
Macrodantina,144 Unidades,100mg,"R$ 86,26",7891142165794,Cápsula gelatinosa dura
Macrodantina,40 Unidades,100mg,"R$ 23,94",7896094920453,Cápsula gelatinosa dura
Maleato de Dexclorfeniramina + Betametasona Globo Pharma,,,,7898060132075,
Maleato de Dexclorfeniramina + Betametasona Laboratório Cristália,,,,7896676406412,
Maleato de Timolol Allergan,5 mL,5mg/mL,,7897316804261,Solução oftálmica (colírio)
Maleato de Timolol Allergan,5 mL,2.5mg/mL,,7897316804254,Solução oftálmica (colírio)
Maleato de Timolol Allergan,10 mL,5mg/mL,,7897316804278,Solução oftálmica (colírio)
Maxitrol,5 mL,1mg/g,"R$ 23,72",7896548111987,Suspensão oftálmica (colírio)
Maxitrol,3.5 g,1mg/g,"R$ 38,69",7896548198285,Pomada oftálmica
Maleato de Timolol Novartis,,,,7896548165577,
Maxilerg,,,,7896676433128,
Magnostase,12 Unidades,2mg,,7896714204888,Comprimido
Magnostase,4 Unidades,2mg,,7896714215426,Comprimido
Magnostase,200 Unidades,2mg,,7896714273778,Comprimido
Maleato de Enalapril EMS,60 Unidades,10mg,,7896004718927,Comprimido
Maleato de Enalapril EMS,30 Unidades,20mg,,7896004700540,Comprimido
Maleato de Enalapril EMS,30 Unidades,5mg,,7896004700526,Comprimido
Maleato de Enalapril EMS,30 Unidades,10mg,,7896004700533,Comprimido
Maleato de Dexclorfeniramina + Sulfato de Pseudoefedrina + Guaifenesina Legrand,,,,7894916141161,
Maleato de Timolol Legrand,,,,7894916142786,
Massageol,15 g,52.5mg/g,,7896714230054,Pomada dermatológica
Massageol,30 g,44.4mg,,7896714230504,Pomada
Massageol,120 mL,0.0333g,,7896714273006,Solução dermatológica (spray)
Maxidrin,,,,7896331701470,
Maxibell,,,,7896676433104,
Mebendazol Cimed,30 mL,20mg/mL,,7896523208732,Suspensão oral
Mebendazol Cimed,6 Unidades,100mg,,7896523207933,Comprimido
Mebendazol Laboratório Cristália,6 Unidades,100mg,,7896676406450,Comprimido
Mebendazol Laboratório Cristália,30 mL,20mg/mL,,7896676406504,Suspensão oral
Meloxicam Legrand,10 Unidades,7.5mg,,7894916140690,Comprimido
Meloxicam Legrand,10 Unidades,15mg,,7894916140706,Comprimido
Menopax,,,,7896658000539,
Maxsulid,10 Unidades,400mg,,7897322701738,Comprimido
Maxsulid,4 Unidades,400mg,,7897322704746,Comprimido
Maxsulid,30 Unidades,400mg,,7896094917897,Comprimido
Mebendazol Comprimido Teuto,,,,7896112144908,
Mebenix,1 Unidades,400mg,,7896523202532,Comprimido mastigável
Mebenix,10 mL,40mg/mL,,7896523202520,Suspensão oral (gotas)
Melotec,10 Unidades,15mg,,7894916505277,Comprimido
Melotec,10 Unidades,7.5mg,,7894916505284,Comprimido
Meloxicam Eurofarma - Momenta,10 Unidades,15mg,,7891317421854,Comprimido
Meloxicam Eurofarma - Momenta,10 Unidades,7.5mg,,7891317421861,Comprimido
Meloxicam Eurofarma - Momenta,1.5 mL,10mg/mL,,7891317424565,Solução injetável
Meloxicam Eurofarma - Momenta,60 Unidades,15mg,,7891317458102,Comprimido
Meloxicam Eurofarma - Momenta,60 Unidades,7.5mg,,7891317458133,Comprimido
Menogon,,,,7896165600130,
Maleato de Enalapril Germed Pharma,30 Unidades,20mg,,7896004710365,Comprimido
Maleato de Enalapril Germed Pharma,30 Unidades,10mg,,7896004710358,Comprimido
Maleato de Enalapril Germed Pharma,30 Unidades,5mg,,7896004710341,Comprimido
MabThera,50 mL,10mg/mL,,7896226501727,Solução injetável
MabThera,10 mL,10mg/mL,,7896226501710,Solução injetável
Maleato de Dexclorfeniramina Cimed,30 g,10mg/g,,7896523209944,Creme dermatológico
Maleato de Dexclorfeniramina Cimed,120 mL,0.4mg/mL,,7896523209418,Solução oral
Maleato de Dexclorfeniramina Cimed,20 Unidades,2mg,,7896523201863,Comprimido revestido
Maleato de Dexclorfeniramina Cimed,120 mL,0.4mg/mL,,7896523228211,Solução oral
Maleato de Dexclorfeniramina + Betametasona União Química,,,,7896006232544,
Magnoston,10 mL,100mg/mL,,7896014688234,Solução injetável
Magnoston,10 mL,500mg/mL,,7896014688258,Solução injetável
Maleato de Dexclorfeniramina + Betametasona Geolab,120 mL,0.4mg/mL,,7899095233317,Xarope
Maleato de Dexclorfeniramina + Betametasona Geolab,120 mL,0.4mg/mL,,7899095235182,Xarope
Maleato de Dexclorfeniramina + Betametasona Geolab,120 mL,0.4mg/mL,,7899095235199,Xarope
Maleato de Dexclorfeniramina + Betametasona Pharlab,,,,7898216364220,
Maleato de Dexclorfeniramina Medley,120 mL,0.4mg/mL,,7896422506786,Solução oral
Maleato de Dexclorfeniramina Medley,30 g,10mg/g,,7896422516907,Creme dermatológico
Maleato de Timolol Teuto,5 mL,5mg/mL,"R$ 14,10",7896112126669,Solução oftálmica (colírio)
Maleato de Timolol Teuto,5 mL,5mg/mL,R$ -,7896112126676,Solução oftálmica (colírio)
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,10 Unidades,10mg,,7896004763545,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,20 Unidades,10mg,,7896004763552,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,60 Unidades,10mg,,7896004763569,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,20 Unidades,20mg,,7896004764139,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,30 Unidades,20mg,,7896004709918,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,60 Unidades,20mg,,7896004709901,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,30 Unidades,10mg,,7896004709895,Comprimido
Maleato de Enalapril + Hidroclorotiazida Germed Pharma,10 Unidades,20mg,,7896004764122,Comprimido
Maleato de Timolol EMS,,,,7896004715711,
Maxinom,3.5 g,1mg/g,,7896006290483,Pomada oftálmica
Maxinom,5 mL,1mg/g,,7896006290322,Suspensão oftálmica (colírio)
Melhoral,,,,7896094904156,
Melidronato,1 Unidades,90mg,R$ -,7895197130295,Solução injetável
Melidronato,1 Unidades,60mg,R$ -,7895197130288,Solução injetável
Melidronato,,30mg,"R$ 85,39",7896672201318,Pó para solução injetável
Melissa Officinalis D1,,,,7898152463117,
Melocox,1.5 mL,10mg/mL,,7891317473822,Solução injetável
Melocox,1.5 mL,10mg/mL,,7891317438975,Solução injetável
Melocox,10 Unidades,7.5mg,,7891317439002,Comprimido
Melocox,10 Unidades,15mg,,7891317439033,Comprimido
Meloxicam Merck,10 Unidades,15mg,,7891721238086,Comprimido
Meloxicam Merck,10 Unidades,7.5mg,,7891721238079,Comprimido
Maleato de Dexclorfeniramina + Betametasona Cimed,120 mL,0.4mg/mL,,7896523207988,Xarope
Maleato de Dexclorfeniramina + Betametasona Cimed,20 Unidades,2mg,,7896523215549,Comprimido
Manitol Farmace,,,,7898166040137,
Meloxicam Unichem,10 Unidades,15mg,,7898912189059,Comprimido
Meloxicam Unichem,20 Unidades,15mg,,7898912189233,Comprimido
Meloxicam Unichem,20 Unidades,7.5mg,,7898912189226,Comprimido
Meloxicam Unichem,10 Unidades,7.5mg,,7898912189042,Comprimido
Maleato de Enalapril Cimed,30 Unidades,20mg,,7896523210773,Comprimido
Maleato de Enalapril Cimed,30 Unidades,10mg,,7896523210759,Comprimido
Mebendazol Greenpharma,30 mL,20mg/mL,,,Suspensão oral
Menoprin,21 Unidades,0.625mg,,7898505091363,Drágea
Menoprin,28 Unidades,0.625mg,,7898505091370,Drágea
Mepenox,10 Unidades,1g,,7897406111576,Pó para solução injetável
Mepenox,10 Unidades,1g,,7897406112078,Pó para solução injetável
Mepenox,,500mg,,7897406111590,Pó para solução injetável
Maleato de Dexclorfeniramina Laboratório Cristália,,,,7896676406382,
Maleato de Dexclorfeniramina Prati-Donaduzzi,100 mL,0.4mg/mL,,7898148295852,Solução oral
Maleato de Dexclorfeniramina Prati-Donaduzzi,120 mL,0.4mg/mL,,7898148295845,Solução oral
Maleato de Dexclorfeniramina Prati-Donaduzzi,120 mL,0.4mg/mL,,7898148295869,Solução oral
Maleato de Dexclorfeniramina Prati-Donaduzzi,100 mL,0.4mg/mL,,7899547503296,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,100 mL,0.4mg/mL,,7898917593257,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,120 mL,0.4mg/mL,,7898917593264,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,100 mL,0.4mg/mL,,7898917593752,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,120 mL,0.4mg/mL,,7898945865210,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,100 mL,0.4mg/mL,,7898917593745,Solução oral
Maleato de Dexclorfeniramina Unither Brasil,120 mL,0.4mg/mL,,7898945865227,Solução oral
Maleato de Dexclorfeniramina Neo Química,120 mL,0.4mg/mL,,7898095345075,Solução oral
Maleato de Dexclorfeniramina Neo Química,20 Unidades,2mg,,7896714201498,Comprimido
Maleato de Dexclorfeniramina Neo Química,120 mL,0.4mg/mL,,7896714203645,Solução oral
Maleato de Dexclorfeniramina Farmace,100 mL,0.4mg/mL,,7898166041288,Solução oral
Maleato de Dexclorfeniramina Farmace,120 mL,0.4mg/mL,,7898166041318,Solução oral
Maleato de Dexclorfeniramina Farmace,120 mL,0.4mg/mL,,7898166041325,Solução oral
Maleato de Dexclorfeniramina Farmace,100 mL,0.4mg/mL,,7898166042346,Solução oral
Maleato de Dexclorfeniramina Farmace,120 mL,0.4mg/mL,,7898166042333,Solução oral
Maleato de Enalapril + Hidroclorotiazida Legrand,10 Unidades,10mg,R$ -,7894916340397,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,20 Unidades,10mg,R$ -,7894916340403,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,60 Unidades,10mg,R$ -,7894916340410,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,30 Unidades,20mg,"R$ 54,69",7894916140140,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,30 Unidades,10mg,"R$ 35,94",7894916140157,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,10 Unidades,20mg,"R$ 18,22",7894916340342,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,20 Unidades,20mg,"R$ 36,48",7894916340359,Comprimido
Maleato de Enalapril + Hidroclorotiazida Legrand,60 Unidades,20mg,"R$ 109,34",7894916140133,Comprimido
Maleato de Timolol Laboratório Cristália,5 mL,5mg/mL,,7896676406436,Solução oftálmica (colírio)
