Name,Quantidade na embalagem,Dose,Preço,Codigos de Barras,Infos
Acebrofilina Biosintética - Aché,120 mL,5mg/mL,,7896181924098,Xarope
Acebrofilina Multilab,120 mL,10mg/mL,,7895296271035,Xarope
Acebrofilina Multilab,120 mL,5mg/mL,,7895296271042,Xarope
Acebrofilina Multilab,120 mL,5mg/mL,,7895296271011,Xarope
Acebrofilina Multilab,120 mL,10mg/mL,,7895296271028,Xarope
Acnova,60 Unidades,20mg,,7896004734071,Cápsula gelatinosa mole
Acnova,30 Unidades,10mg,,7896004734057,Cápsula gelatinosa mole
Acnova,30 Unidades,20mg,,7896004734064,Cápsula gelatinosa mole
Adapaleno Germed Pharma,,,,7896004712697,
Adapaleno Medley,,,,7896422515122,
Adapel,,,,7896422518321,
Ad-Til,20 mL,50000UI/mL,,7896641808609,Solução oral (gotas)
Ad-Til,10 mL,50000UI/mL,,7896641800627,Solução oral (gotas)
Aerotrat,,,,7893736013504,
Albendrox,,,,,
Albistin Creme Vaginal,60 g,25000UI/g,,7893736014525,Creme ginecológico
Albistin Creme Vaginal,60 g,25000UI/g,,7893736001426,Creme ginecológico
Alcachofra Herbarium,45 Unidades,300mg,,7896083400027,Cápsula
Alcachofra Herbarium,20 Unidades,400mg,,7896083412037,Comprimido revestido
AAS Protect,10 Unidades,100mg,,7891058010362,Comprimido revestido
AAS Protect,30 Unidades,100mg,,7897595903693,Comprimido revestido
Acebrofilina Legrand,120 mL,10mg/mL,,7894916340915,Xarope
Acebrofilina Legrand,120 mL,5mg/mL,,7894916340922,Xarope
Aceclofenaco Comprimido EMS,,,,7896004722122,
Acetato de Hidrocortisona União Química,,,,7896006267072,
Algestona Acetofenida + Enantato de Estradiol Eurofarma - Momenta,,,,7891317445300,
Aciclofar Creme,,,,7897917000864,
Aciclovir Creme Cifarma,10 g,50mg/g,,7898158696335,Creme dermatológico
Abilify,30 Unidades,15mg,"R$ 1221,65",7896016806001,Comprimido
Abilify,10 Unidades,10mg,"R$ 271,46",7896016806322,Comprimido
Abilify,10 Unidades,15mg,"R$ 390,30",7896016805998,Comprimido
Abilify,10 Unidades,20mg,"R$ 520,41",7896016806018,Comprimido
Abilify,30 Unidades,20mg,"R$ 1561,32",7896016806025,Comprimido
Abilify,30 Unidades,30mg,"R$ 2341,95",7896016806032,Comprimido
Abilify,30 Unidades,10mg,"R$ 759,33",7896016807558,Comprimido
Aceratum,,,,7893454300115,
Acetilcisteína Prati-Donaduzzi,100 mL,20mg/mL,,7898148296620,Xarope
Acetilcisteína Prati-Donaduzzi,5 g,20mg/g,,7898148298068,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,5 g,20mg/g,,7898148298075,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,5 g,40mg/g,,7898148299584,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,5 g,120mg/g,,7898148297986,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,5 g,120mg/g,,7898148297979,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,80 mL,20mg/mL,,7898148296613,Xarope
Acetilcisteína Prati-Donaduzzi,150 mL,20mg/mL,,7898148296637,Xarope
Acetilcisteína Prati-Donaduzzi,5 g,40mg/g,,7898148299577,Granulado para solução oral
Acetilcisteína Prati-Donaduzzi,120 mL,40mg/mL,,7898148296606,Xarope
Aciclomed Comprimido,,,,7896523216683,
Aciclovir Creme EMS,,,,7896004715933,
Acetato de Desmopressina - Bergamo,2.5 mL,0.1mg/mL,"R$ 255,28",7898149934910,Solução nasal
Acetato de Desmopressina - Bergamo,2.5 mL,0.1mg/mL,R$ -,7898943602497,Solução nasal
Aciclovir Comprimido Medley,25 Unidades,200mg,,7896422504058,Comprimido
Aciclovir Comprimido Medley,30 Unidades,400mg,,7896422504065,Comprimido
Aciclovir Multilab,,,,7896472502981,
Aciclovir Comprimido Neo Química,25 Unidades,200mg,,7896714265339,Comprimido
Aciclovir Comprimido Neo Química,10 Unidades,200mg,,7898095340131,Comprimido
Abcler Abnat,120 mL,100mg/mL,,7894164004904,Solução oral
Abcler Abnat,10 mL,100mg/mL,,7894164000418,Solução oral
Abcler Abnat,10 mL,100mg/mL,,7894164004089,Solução oral
Ablok,30 Unidades,25mg,"R$ 23,71",7896241221853,Comprimido
Ablok,30 Unidades,100mg,"R$ 60,86",7896241225530,Comprimido
Ablok,30 Unidades,50mg,"R$ 37,19",7896241225523,Comprimido
Ablok,60 Unidades,25mg,"R$ 47,45",7896112411451,Comprimido
Ablok,60 Unidades,50mg,"R$ 74,47",7896112411482,Comprimido
Ablok,60 Unidades,100mg,"R$ 121,78",7896112411499,Comprimido
Ablok,90 Unidades,25mg,"R$ 71,17",7896112419785,Comprimido
Ablok,90 Unidades,50mg,"R$ 111,66",7896112419792,Comprimido
Ablok,90 Unidades,100mg,"R$ 182,66",7896112419808,Comprimido
Acebrofilina Cimed,120 mL,5mg/mL,"R$ 26,79",7896523209128,Xarope
Acebrofilina Cimed,120 mL,10mg/mL,"R$ 37,13",7896523209111,Xarope
Acebrofilina Cimed,120 mL,10mg/mL,"R$ 694,95",7896523209098,Xarope
Acebrofilina Cimed,120 mL,5mg/mL,"R$ 679,93",7896523209104,Xarope
Aceclofenaco Creme Germed Pharma,,,,7896004716541,
Acetazona Elixir,120 mL,0.1mg/mL,,7897732601932,Elixir
Acetazona Elixir,120 mL,0.1mg/mL,,7897732603950,Elixir
Acetazona Elixir,120 mL,0.1mg/mL,,7897732601734,Elixir
Acebrofilina Geolab,120 mL,5mg/mL,,7899095233034,Xarope
Acebrofilina Geolab,120 mL,10mg/mL,,7899095233027,Xarope
Acebrofilina Geolab,120 mL,10mg/mL,,7899095235441,Xarope
Acebrofilina Geolab,120 mL,10mg/mL,,7899095235458,Xarope
Acebrofilina Geolab,120 mL,5mg/mL,,7899095235465,Xarope
Acebrofilina Geolab,120 mL,5mg/mL,,7899095235472,Xarope
Acetildor,1000 Unidades,100mg,,7897732601789,Comprimido
Acetildor,1000 Unidades,100mg,,7897732602335,Comprimido
Acetildor,500 Unidades,100mg,,7897732602342,Comprimido
Acetildor,500 Unidades,100mg,,7897732602343,Comprimido
Acetildor,10 Unidades,100mg,,7897732696129,Comprimido
Aciclor,10 g,50mg/g,,7896331702279,Creme dermatológico
Aciclor,25 Unidades,200mg,,7896331707229,Comprimido
Acetilcisteína Geolab,120 mL,20mg/mL,,7899095233805,Xarope
Acetilcisteína Geolab,120 mL,40mg/mL,,7899095233799,Xarope
Acetilcisteína Geolab,5 g,600mg,,7899095239227,Granulado
Acetilcisteína Germed Pharma,5 g,600mg,"R$ 63,09",7896004713328,Granulado para solução oral
Acetilcisteína Germed Pharma,120 mL,40mg/mL,"R$ 44,56",7896004713373,Xarope
Acetilcisteína Germed Pharma,120 mL,20mg/mL,"R$ 33,43",7896004715285,Xarope
Acetilcisteína Germed Pharma,100 mL,20mg/mL,"R$ 30,76",7896004708713,Xarope
Acetilcisteína Germed Pharma,5 g,200mg,"R$ 34,33",7896004772714,Granulado para solução oral
Acetilcisteína Germed Pharma,5 g,200mg,"R$ 9,23",7896004772707,Granulado para solução oral
Acetilcisteína Germed Pharma,60 mL,40mg/mL,"R$ 26,68",7896004772721,Xarope
Acetilcisteína Germed Pharma,100 mL,40mg/mL,"R$ 41,05",7896004772738,Xarope
Acetilcisteína Germed Pharma,150 mL,40mg/mL,"R$ 54,69",7896004718989,Xarope
Acetilcisteína Germed Pharma,200 mL,40mg/mL,"R$ 69,27",7896004772745,Xarope
Acetilcisteína Germed Pharma,5 g,600mg,"R$ 17,87",7896004772646,Granulado para solução oral
Acetilcisteína Germed Pharma,150 mL,20mg/mL,"R$ 42,50",7896004718965,Xarope
Acemedrox,,,,7893353600118,
Acetato de Dexametasona Prati-Donaduzzi,10 g,1mg/g,,7898148294602,Creme dermatológico
Acetato de Dexametasona Prati-Donaduzzi,10 g,1mg/g,,7898148294596,Creme dermatológico
Acetato de Hidrocortisona Teuto,15 g,10mg/g,,7896112132936,Creme dermatológico
Acetato de Hidrocortisona Teuto,30 g,10mg/g,,7896112132974,Creme dermatológico
Acetato de Hidrocortisona Teuto,30 g,10mg/g,,7896112132981,Creme dermatológico
Acetato de Hidrocortisona Teuto,20 g,10mg/g,,7896112127277,Creme dermatológico
Acetato de Prednisolona Novartis,,,,7896548138281,
Adinos,30 g,0.5mg/g,"R$ 43,13",7896658002960,Gel creme
Adinos,15 g,0.5mg/g,"R$ 21,57",7896658003165,Gel creme
Aciclovir Comprimido Multilab,10 Unidades,200mg,R$ -,7895296217026,Comprimido
Aciclovir Comprimido Multilab,25 Unidades,200mg,"R$ 187,50",7895296217019,Comprimido
Aciclovir Comprimido Multilab,30 Unidades,200mg,"R$ 262,44",7895296436014,Comprimido
Aciclovir Comprimido Multilab,30 Unidades,400mg,"R$ 281,74",7895296448581,Comprimido
Aciclovir Comprimido Multilab,50 Unidades,400mg,"R$ 469,57",7895296448598,Comprimido
Aciclovir Comprimido Multilab,20 Unidades,400mg,"R$ 187,85",7895296448574,Comprimido
Aciclovir Creme Germed Pharma,,,,7896004711140,
Adeforte,3 mL,10000UI,,7890282800176,Solução oral
Adeforte,3 mL,10000UI,,7890282800015,Solução oral
Adeforte,15 mL,1000UI,,7890282800022,Solução oral (gotas)
Adeforte,60 Unidades,1000UI,,7890282801081,Cápsula
Adeforte,30 Unidades,1000UI,,7892828001078,Cápsula
Adeforte,3 mL,8000UI,,7892828001016,Solução oral
Adeforte,3 mL,8000UI,,7895750974908,Solução oral
Adeforte,3 mL,8000UI,,7896123949578,Solução oral
Albendy,1 Unidades,400mg,,7896331702095,Comprimido
Albendy,10 mL,40mg/mL,,7896331702088,Suspensão oral
Albumax,50 mL,200mg/mL,,7896014641307,Solução injetável
Albumax,50 mL,200mg/mL,,7896014621040,Solução injetável
Albumax,50 mL,200mg/mL,,7896014621057,Solução injetável
Albumax,50 mL,200mg/mL,,7896014621064,Solução injetável
Aceticil,500 Unidades,500mg,,7893736013764,Comprimido simples
Aceticil,10 Unidades,100mg,,7893736007527,Comprimido mastigável
Aceticil,20 Unidades,500mg,,7893736027525,Comprimido simples
Acivirax Comprimido,,,,7898495604727,
Acular CMC,0.4 mL,4.5mg/mL,,7897316805589,Solução oftálmica
Acular CMC,0.4 mL,4.5mg/mL,,7897316805596,Solução oftálmica
Acular CMC,0.4 mL,4.5mg/mL,,7897316805572,Solução oftálmica
Acular CMC,0.4 mL,4.5mg/mL,,7897316805565,Solução oftálmica
Afopic,100 Unidades,5mg,,7896112146131,Comprimido
Afopic,20 Unidades,5mg,,7896112198246,Comprimido
Agarol,,,,7891268405118,
Airclin,,,,7896658005183,
Albel,500 Unidades,400mg,,7899095211018,Comprimido mastigável
Albel,10 mL,40mg/mL,,7899095201972,Suspensão oral (gotas)
Albel,1 Unidades,400mg,,7899095201934,Comprimido mastigável
Albel,10 mL,40mg/mL,,7899095210622,Suspensão oral (gotas)
Albel,3 Unidades,400mg,,7899095205062,Comprimido mastigável
Albel,5 Unidades,400mg,,7899095202498,Comprimido mastigável
Acebrofilina Prati-Donaduzzi,120 mL,10mg/mL,,7898148292882,Xarope
Acebrofilina Prati-Donaduzzi,120 mL,5mg/mL,,7898148292776,Xarope
Acebrofilina Prati-Donaduzzi,120 mL,5mg/mL,,7898148292745,Xarope
Acebrofilina Prati-Donaduzzi,120 mL,10mg/mL,,7898148292851,Xarope
Acebrofilina Prati-Donaduzzi,120 mL,10mg/mL,,7898148292905,Xarope
Acebrofilina Prati-Donaduzzi,120 mL,5mg/mL,,7898148292790,Xarope
Acetato de Dexametasona EMS,,,,7896004721903,
Acetato de Dexametasona Cimed,,,,7896523210698,
Aerocort S,,,,7897473201378,
Aerogreen,100 mL,0.4mg/mL,,7897852900182,Xarope
Aerogreen,20 Unidades,2mg,,7897852900199,Comprimido
Aerogreen,500 Unidades,2mg,,7897852910211,Comprimido
Abrilar,5 mL,7mg/mL,R$ -,7898040322878,Solução oral
Abrilar,3.4 g,65mg,R$ -,7898040321642,Pó efervescente
Abrilar,200 mL,7mg/mL,"R$ 103,17",7898040321970,Xarope
Abrilar,100 mL,7mg/mL,"R$ 47,04",7898040320973,Xarope
Abrilar,100 mL,7mg/mL,"R$ 61,95",7898040328283,Solução oral
Abrilar,200 mL,7mg/mL,"R$ 85,95",7898040328290,Solução oral
Acebrofilina União Química,120 mL,5mg/mL,"R$ 26,14",7896006259152,Xarope
Acebrofilina União Química,120 mL,10mg/mL,"R$ 27,41",7896006205593,Xarope
Actos,15 Unidades,15mg,,7896641811333,Comprimido
Actos,15 Unidades,30mg,,7896641811364,Comprimido
Actos,15 Unidades,45mg,,7896641811395,Comprimido
Acnefin,,,,7896112182764,
Acnezil,,,,7896523208282,
Adcirca,30 Unidades,20mg,,7896382706394,Comprimido revestido
Adcirca,60 Unidades,20mg,,7896382706417,Comprimido revestido
Adoless,28 Unidades,0.06mg,,7898040320683,Comprimido revestido
Adoless,28 Unidades,0.06mg,,7898040322137,Comprimido revestido
Aeromed,120 mL,0.4mg/mL,,7896862980047,Solução oral
Aeromed,120 mL,0.4mg/mL,,7896862917661,Solução oral
Aeromed,100 mL,0.4mg/mL,,7896862917685,Solução oral
Aglitil,15 Unidades,45mg,,7894916507714,Comprimido
Aglitil,15 Unidades,15mg,,7894916507691,Comprimido
Aglitil,15 Unidades,30mg,,7894916507707,Comprimido
Aglitil,30 Unidades,30mg,,7894916508421,Comprimido
Aglitil,10 Unidades,15mg,,7895296447652,Comprimido
Aglitil,20 Unidades,15mg,,7895296447676,Comprimido
Aglitil,30 Unidades,15mg,,7895296447683,Comprimido
Aglitil,10 Unidades,30mg,,7895296447690,Comprimido
Aglitil,20 Unidades,30mg,,7895296447713,Comprimido
Aglitil,10 Unidades,45mg,,7895296447720,Comprimido
Aglitil,20 Unidades,45mg,,7895296447744,Comprimido
Aglitil,30 Unidades,45mg,,7895296447751,Comprimido
Aglitil,10 Unidades,15mg,,7896472522347,Comprimido
Aglitil,30 Unidades,15mg,,7896472522392,Comprimido
Aglitil,60 Unidades,15mg,,7896472522361,Comprimido
Aglitil,10 Unidades,30mg,,7896472522385,Comprimido
Aglitil,30 Unidades,30mg,,7896472522354,Comprimido
Aglitil,60 Unidades,30mg,,7896472522408,Comprimido
Aglitil,10 Unidades,45mg,,7896472522439,Comprimido
Aglitil,30 Unidades,45mg,,7896472522446,Comprimido
Aires,5 g,20mg/g,,7891317459048,Granulado para solução oral
Aires,5 g,20mg/g,,7891317464035,Granulado para solução oral
Aires,5 g,600mg,,7891317464028,Granulado para solução oral
Aires,5 g,120mg/g,,7891317459062,Granulado para solução oral
Aires,5 g,200mg,,7891317464042,Granulado para solução oral
Aires,5 g,40mg/g,,7891317459055,Granulado para solução oral
Aires,100 mL,20mg/mL,,7899640808984,Xarope
Aires,5 g,600mg,,7899640809035,Granulado para solução oral
Aires,100 mL,20mg/mL,,7891317013790,Xarope
Aires,120 mL,20mg/mL,,7891317025090,Xarope
Alcachofra Aspen Pharma,200 Unidades,312.5mg,"R$ 168,26",7895858006037,Comprimido revestido
Alcachofra Aspen Pharma,30 Unidades,312.5mg,"R$ 34,28",7895858006013,Comprimido revestido
Alcachofra Aspen Pharma,100 Unidades,312.5mg,"R$ 97,94",7895858006020,Comprimido revestido
Aletir,75 mL,1mg/mL,,7893353107211,Solução oral
Aletir,6 Unidades,10mg,,7893353607223,Comprimido revestido
Allurene,28 Unidades,2mg,,7891106906890,Comprimido
Allurene,84 Unidades,2mg,,7891106906906,Comprimido
Allurene,168 Unidades,2mg,,7891106906279,Comprimido
Aloxidil,50 mL,50mg/mL,"R$ 251,73",7897129303654,Solução capilar
Aloxidil,25 mL,50mg/mL,"R$ 116,04",7897129304767,Solução capilar
Aloxidil,60 mL,50mg/mL,"R$ 209,37",7897129304798,Solução capilar
Aloxidil,60 mL,50mg/mL,"R$ 274,91",7897129304781,Solução capilar
Aloxidil,60 mL,50mg/mL,"R$ 380,97",7897129304804,Solução capilar
Aloxidil,60 mL,50mg/mL,"R$ 495,38",7897129304811,Solução capilar
Adapaleno EMS,,,,7896004712727,
Adnax,,,,7896094901100,
Aerolin,200 doses,100mcg/dose,R$ -,7896015521370,Suspensão aerossol
Aerolin,20 Unidades,2mg,R$ -,7896269900037,Comprimido
Aerolin,20 Unidades,4mg,R$ -,7896269900044,Comprimido
Aerolin,120 mL,0.4mg/mL,"R$ 15,21",7896269900075,Xarope
Aerolin,200 doses,100mcg/dose,"R$ 55,15",7896269900150,Suspensão aerossol
Aerotamol,,,,7898078941539,
Albenix Globo Pharma,10 mL,40mg/mL,"R$ 5,40",7898060131917,Suspensão oral (gotas)
Albenix Globo Pharma,2 Unidades,200mg,"R$ 3,11",7898060131900,Comprimido
Agritoss,100 mL,0.15mL/mL,,7898152460093,Xarope
Agritoss,100 mL,0.15mL/mL,,7898152460086,Xarope
Alcaflor Uno,,,,7896622303413,
Acetilcisteína Legrand,5 g,100mg,,7894916143899,Granulado para solução oral
Acetilcisteína Legrand,5 g,600mg,,7894916143912,Granulado para solução oral
Acetilcisteína Legrand,5 g,200mg,,7894916142106,Granulado
Acetilcisteína Legrand,5 g,100mg,,7894916142649,Granulado
Acetilcisteína Legrand,5 g,200mg,,7894916143905,Granulado
Acetilcisteína Legrand,120 mL,20mg/mL,,7894916143400,Xarope
Acetilcisteína Legrand,120 mL,40mg/mL,,7894916142656,Xarope
Acetilcisteína Legrand,5 g,600mg/g,,7894916142632,Granulado para solução oral
Acetilcisteína Legrand,100 mL,20mg/mL,,7894916340632,Xarope
Acetilcisteína Legrand,150 mL,20mg/mL,,7894916340649,Xarope
Acetilcisteína Legrand,60 mL,40mg/mL,,7894916340656,Xarope
Acetilcisteína Legrand,100 mL,40mg/mL,,7894916340663,Xarope
Acetilcisteína Legrand,150 mL,40mg/mL,,7894916340670,Xarope
Acetilcisteína Legrand,200 mL,40mg/mL,,7894916340687,Xarope
Acetilcisteína Legrand,5 g,200mg/g,,7894916340700,Granulado para solução oral
Acetilcisteína Legrand,5 g,200mg/g,,7894916340694,Granulado
Acetilcisteína Legrand,5 g,600mg,,7894916340717,Granulado para solução oral
Acetilcisteína Injetável União Química,,,,7896006259732,
Algestona Acetofenida + Enantato de Estradiol Germed Pharma,,,,7896004713625,
Aciclovir Comprimido Sandoz,25 Unidades,200mg,,7897595602626,Comprimido
Aciclovir Comprimido Sandoz,30 Unidades,400mg,,7897595603494,Comprimido
Aciclovir Comprimido Sandoz,50 Unidades,200mg,,7897595635198,Comprimido
Aciclovir Comprimido Sandoz,60 Unidades,400mg,,7897595639134,Comprimido
Aciclovir Comprimido União Química,,,,7896006202875,
Addera D3 Comprimido,30 Unidades,1000UI,,7897322709420,Comprimido revestido
Addera D3 Comprimido,4 Unidades,50000UI,,7897322709529,Comprimido revestido
Addera D3 Comprimido,4 Unidades,7000UI,,7897322709468,Comprimido revestido
Addera D3 Comprimido,10 Unidades,7000UI,,7897322709475,Comprimido revestido
Addera D3 Comprimido,10 Unidades,1000UI,,7897322709413,Comprimido revestido
Addera D3 Comprimido,30 Unidades,7000UI,,7897322709482,Comprimido revestido
Addera D3 Comprimido,10 Unidades,10000UI,,7897322709505,Comprimido revestido
Addera D3 Comprimido,4 Unidades,10000UI,,7897322709499,Comprimido revestido
Addera D3 Comprimido,30 Unidades,5000UI,,7897322709451,Comprimido revestido
Addera D3 Comprimido,10 Unidades,50000UI,,7897322709536,Comprimido revestido
Addera D3 Comprimido,8 Unidades,50000UI,,7896094917866,Comprimido revestido
Addera D3 Comprimido,6 Unidades,50000UI,,7896094918061,Comprimido revestido
Addera D3 Comprimido,2 Unidades,50000UI,,7896094918085,Comprimido revestido
Addera D3 Comprimido,30 Unidades,2000UI,,7896094919556,Comprimido revestido
Addera D3 Comprimido,90 Unidades,1000UI,,7896094919532,Comprimido revestido
Addera D3 Comprimido,90 Unidades,2000UI,,7896094919570,Comprimido revestido
Albendazol Medley,10 mL,40mg/mL,,7896422511704,Suspensão oral
Albendazol Medley,1 Unidades,400mg,,7896422511728,Comprimido mastigável
Albendazol Medley,3 Unidades,400mg,,7896422524629,Comprimido mastigável
Akineton,30 Unidades,4mg,"R$ 23,26",7896255711043,Comprimido revestido de liberação retardada
Akineton,80 Unidades,2mg,"R$ 49,68",7898940448128,Comprimido
Akineton,30 Unidades,4mg,"R$ 33,55",7898940448074,Comprimido revestido de liberação retardada
Acebrofilina Medley,120 mL,10mg/mL,,7896422509244,Xarope
Acebrofilina Medley,120 mL,5mg/mL,,7896422509251,Xarope
Acetilcisteína Teuto,120 mL,20mg/mL,,7896112158882,Xarope
Acetilcisteína Teuto,120 mL,40mg/mL,,7896112158981,Xarope
Acerogrip C,,,,7896622303642,
Aciclovir Blau,,,,,
Aciclovir Comprimido Geolab,500 Unidades,200mg,,7899095243958,Comprimido
Aciclovir Comprimido Geolab,30 Unidades,200mg,,7899095243927,Comprimido
Aciclovir Comprimido Geolab,200 Unidades,200mg,,7899095243934,Comprimido
Aciclovir Creme Teuto,,,,7896112128847,
Aciclovir Comprimido Biosintética - Aché,,,,,
Acidina,,,,7898049794423,
Acnee Loss,,,,7898495600255,
A Curitybina,13 g,280mg/g,,7890000006668,Pasta
A Curitybina,5 mL,100mg/mL,,7896006211808,Solução dermatológica (spray)
Actemra,4 mL,20mg/mL,,7896226505855,Solução injetável
Actemra,10 mL,20mg/mL,,7896226505879,Solução injetável
Actemra,20 mL,20mg/mL,,7896226505893,Solução injetável
Actifedrin,100 mL,6mg/mL,,7898040320799,Xarope
Actifedrin,20 Unidades,60mg,,7898040320782,Comprimido
Actifedrin,100 mL,6mg/mL,,7898040324452,Xarope
Aciclovir Merck,25 Unidades,200mg,,7891721023477,Comprimido
Aciclovir Merck,30 Unidades,400mg,,7891721023484,Comprimido
Aciclovir Merck,30 Unidades,200mg,,7891721202407,Comprimido
Acinic,,,,7896241232903,
Acnezil Base,,,,7896523208824,
Adalat,60 Unidades,10mg,,7891106000918,Cápsula gelatinosa
Adalat,30 Unidades,10mg,,7891106001588,Comprimido revestido
Adapaleno Biosintética - Aché,,,,7896181911432,
Advil 400mg,8 Unidades,400mg,,7891045043564,Cápsula mole
Advil 400mg,10 Unidades,400mg,,7891045043601,Cápsula mole
Advil 400mg,16 Unidades,400mg,,7891045041812,Cápsula mole
Advil 400mg,20 Unidades,400mg,,7891045043762,Cápsula mole
Advil 400mg,3 Unidades,400mg,,7891045040587,Cápsula mole
Advil 400mg,2 Unidades,400mg,,7891045164191,Cápsula mole
Advil 400mg,3 Unidades,400mg,,7896009498404,Cápsula mole
Advil 400mg,2 Unidades,400mg,,7896009498466,Cápsula mole
Advil 400mg,8 Unidades,400mg,,7896009498480,Cápsula mole
Advil 400mg,12 Unidades,400mg,,7896090611614,Cápsula mole
Advil 400mg,80 Unidades,400mg,,7896090611799,Cápsula mole
Advil 400mg,30 Unidades,400mg,,7896090611775,Cápsula mole
Albendazol Nova Química,,,,7895296210218,
Aceclofenaco Legrand,,,,7894916144803,
Acetilcisteína Neo Química,,,,7898095340414,
Aerojet,200 doses,100mcg/dose,,7896672202445,Suspensão inalatória
Aerojet,200 doses,100mcg/dose,,7896672201912,Suspensão inalatória
Alcachofrax,100 Unidades,335mg,,7896023703010,Comprimido
Alcachofrax,30 Unidades,335mg,,7896023784101,Comprimido revestido
Aceclofenaco Multilab,12 Unidades,100mg,,7896472505883,Comprimido revestido
Aceclofenaco Multilab,24 Unidades,100mg,,7895296118088,Comprimido revestido
Acetilcisteína EMS,5 g,100mg/g,,7896004719979,Granulado para solução oral
Acetilcisteína EMS,5 g,200mg/g,,7896004719986,Granulado para solução oral
Acetilcisteína EMS,5 g,600mg/g,,7896004713342,Granulado para solução oral
Acetilcisteína EMS,120 mL,40mg/mL,,7896004713366,Xarope
Acetilcisteína EMS,5 g,200mg/g,,7896004708706,Granulado para solução oral
Acetilcisteína EMS,120 mL,20mg/mL,,7896004715292,Xarope
Acetato de Dexametasona Geolab,,,,7899095232372,
Aciclovir Comprimido Cimed,30 Unidades,200mg,"R$ 112,86",7896523216621,Comprimido
